"","X","X3","X4","X5","X6","X7","X8","X9","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"26",0,167.63,-76.283,67.9369999999999,-42.802,-107.74,-181.607,-45.7629999999999,-2,39.778,15.375,-107.324,12.351,-96.0169999999999,295.023,31.563,16.3000000000002,326.436
"27",0,190.667,-66.025,54.5870000000001,-45.006,-120.091,-169.108,-100.804,22.559,-9.07800000000003,43.969,-220.174,5.42100000000002,-152.814,288.801,-6.88,-3.76900000000001,315.421
"28",0,62.8890000000001,-60.095,41.4420000000001,-36.114,-98.24,-164.103,7.04200000000014,-13.269,-18.622,37.896,-234.915,13.556,-65.795,249.93,3.74399999999997,-4.90600000000006,356.105
"29",0,48.2470000000001,-86.7090000000001,87.8260000000001,-26.322,-79.9090000000001,-150.659,26.626,-30.128,15.828,20.596,-194.355,4.23500000000001,-40.554,253.246,48.62,-13.3869999999999,310.652
"30",0,74.8299999999999,-39.399,128.331,-34.003,-49.278,-161.973,-88.441,8.23999999999998,-15.07,17.144,-247.235,22.26,4.61400000000003,182.682,16.38,-9.63700000000006,328.225
"31",0,248.539,-61.66,15.952,-25.018,-77.326,-141.098,11.232,-18.337,8.81100000000004,19.896,-117.836,33.376,-58.952,177.832,35.469,116.297,252.855
"32",0,149.212,-81.374,2.11800000000005,-44.192,-58.394,-107.826,-120.14,48.564,4.81299999999999,26.595,-173.66,29.085,-25.2420000000001,148.008,27.601,-39.8960000000001,345.885
"33",0,147.81,-71.042,98.718,-51.247,-9.05400000000009,-121.873,-189.401,-11.351,-29.675,17.988,-203.415,25.18,-44.751,148.524,-1.82499999999999,8.05399999999997,322.953
"34",0,92.5639999999999,-34.152,112.937,-52.42,0.354000000000042,-136.297,-154.112,8.767,39.796,-0.60899999999998,-281.654,13.052,-42.448,179.372,13.754,49.446,316.613
"35",0,-0.732999999999947,-38.2249999999999,160.092,-56.109,-23.6699999999998,-96.128,-146.711,-6.632,5.40300000000002,-10.574,-277.792,11.134,53.0599999999999,185.885,3.27300000000002,12.897,309.043
"36",0,51.4079999999999,-65.274,149.554,-45.28,5.96100000000001,-129.181,-107.497,20.845,19.187,-11.282,-317.421,-5.18499999999997,-6.88599999999997,249.03,13.4059999999999,9.42600000000004,394.392
"37",0,90,-42.311,119.861,-23.285,13.8350000000002,-130.162,-94.657,12.512,4.10500000000002,1.161,-371.97,15.983,-33.568,94.0849999999998,21.144,4.09199999999998,239.412
"38",0,88.4970000000001,-57.8969999999999,159.427,-19.56,50.2769999999999,-126.549,-110.261,-11.395,22.236,-14.337,-392.735,10.786,-50.9490000000001,179.955,29.141,25.278,217.834
"39",0,227.508,-23.2669999999999,140.793,-33.339,66.019,-129.002,-121.233,-9.30799999999999,15.524,-11.072,-343.91,2.583,-10.3820000000001,189.127,24.719,22.062,257.362
"40",0,135.968,-25.663,117.762,-31.029,69.2109999999999,-118.606,-132.466,-24.428,30.644,-3.62699999999995,-355.739,3.85599999999999,-18.342,218.001,8.01600000000002,26.9739999999999,267.03
"41",0,134.459,-37.051,116.29,-19.733,42.957,-145.065,-107.902,-13.847,-10.444,7.84199999999998,-252.134,17.063,-27.886,157.59,-15.785,-33.8480000000001,254.227
"42",0,124.94,-66.534,108.349,-12.679,16.492,-140.116,-97.283,-6.37,35.68,8.59300000000002,-246.205,15.53,-21.751,171.728,-1.37200000000001,-33.121,211.065
"43",0,79.76,-34.431,58.648,-16.908,16.17,-121.432,-55.127,10.184,-3.62600000000003,10.369,-206.551,7.38900000000001,19.895,177.789,-0.882000000000005,-9.99099999999999,192.766
"44",0,103.871,-74.01,95.5690000000001,16.734,-0.981999999999971,-116.334,-74.836,21.013,32.631,3.61400000000003,-85.038,10.699,34.14,94.5830000000001,-16.846,3.31500000000005,126.188
"45",0,114.44,-45.18,113.577,17.69,17.1750000000001,-126.84,-92.57,3.70699999999999,14.617,9.65600000000001,-87.6089999999999,11.295,-29.4640000000001,133.863,-7.87399999999997,-37.139,178.956
"46",0,94.048,-53.9159999999999,57.183,20.441,-23.583,-123.115,-193.796,-0.191999999999979,5.19099999999997,16.921,-70.141,13.375,-39.3679999999999,148.79,17.051,7.26499999999999,267.099
"47",0,136.849,-50.774,82.343,7.69999999999999,25.974,-128.399,-153.951,2.49600000000001,-11.618,9.99099999999999,-125.673,8.99100000000001,-9.51899999999989,100.823,6.868,-16.7529999999999,173.212
"48",0,115.682,-78.916,71.818,-12.692,22.174,-132.186,-98.295,-8.749,25.496,26.52,-215.977,14.163,-38.828,96.048,-21.056,11.612,219.665
"49",0,83.976,-66.286,81.89,1.12400000000002,23.428,-112.193,-78.941,1.32900000000001,-4.613,36.704,-256.556,22.863,-60.462,34.059,-5.73699999999997,-14.9530000000001,204.743
"50",0,66.242,-76.755,70.2850000000001,4.51500000000004,10.4,-125.12,-98.3820000000001,4.71300000000002,-4.303,24.397,-254.997,25.565,-53.451,108.031,13.213,4.06700000000001,243.012
"51",0,116.564,-55.016,64.447,3.44,-19.7710000000001,-123.015,-41.225,0.706999999999994,55.798,20.41,-300.133,26.173,-5.78099999999995,145.021,24.217,-2.42199999999991,203.533
"52",0,51.29,-36.649,60.58,9.02299999999997,-2.279,-122.375,-58.1510000000001,-4.19099999999999,14.418,-0.850999999999999,-288.366,32.637,-26.756,183.272,32.32,26.3090000000001,121.066
"53",0,146.251,-39.921,65.4789999999999,-11.692,24.515,-115.259,-89.5150000000001,6.95400000000001,43.758,-3.24800000000005,-242.932,22.708,-23.962,111.012,10.83,-12.63,172.61
"54",0,68.018,-69.993,22.4530000000001,-26.694,52.0600000000001,-103.257,-46.981,0.155000000000001,-9.64299999999997,-28.731,-308.814,21.845,24.056,36.425,6.76800000000003,-8.92899999999997,106.058
"55",0,110.485,-39.504,18.8390000000001,-15.045,62.554,-79.401,-37.461,-3.167,-15.231,-1.48500000000001,-309.46,28.364,29.625,64.243,20.733,8.45100000000002,144.158
"56",0,96.402,-69.31,-26.216,-5.81200000000001,15.275,-70.433,-106.249,13.729,-11.53,-0.23599999999999,-317.265,21.603,-4.16699999999997,67.615,46.173,31.463,150.473
"57",0,96.513,-47.657,-17.846,-6.06,25.893,-97.501,-88.9,-9.72399999999999,22.627,10.5940000000001,-289.372,23.776,-4.78699999999998,44.2239999999999,34.599,12.251,189.072
"58",0,101.09,-76.711,26.8870000000001,-4.036,41.218,-102.729,-76.153,-1.83799999999999,-12.034,11.196,-190.406,19.368,-1.745,68.5649999999999,33.68,-0.769999999999982,241.349
"59",0,102.548,-66.099,48.241,-12.059,46.788,-106.449,-100.034,-18.914,9.46300000000002,-0.398000000000025,-184.383,NA,-14.033,86.1379999999999,28.855,-36.6849999999999,223.981
"60",0,119.991,-40.213,37.1569999999999,-3.91800000000001,46.6139999999999,-109.51,-68.366,-6.21599999999998,0.00600000000002865,12.09,-223.229,NA,8.33299999999997,37.313,36.239,13.369,149.393
"61",0,154.454,-14.977,75.438,3.608,53.2710000000001,-101.916,-28.457,1.261,17.256,2.45300000000003,-235.158,NA,-7.20300000000003,42.758,29.166,-20.845,162.315
